Date,Close,Open,High,Low
2025-06-12,99.65402757938018,99.71296266272641,99.7365366960649,99.6304535460417
2025-06-13,97.52310415775456,99.65402757938018,100.50639694803043,96.67073478910432
2025-06-16,98.2020030816393,97.52310415775456,98.4735626511932,97.25154458820066
2025-06-17,96.95717060918122,98.2020030816393,98.69993607062254,96.45923762019798
2025-06-18,97.89048012684796,96.95717060918122,98.26380393391466,96.58384680211452
2025-06-20,98.20487239709068,97.89048012684796,98.33062930518777,97.76472321875087
2025-06-23,99.81687682664905,98.20487239709068,100.4616785984724,97.56007062526733
2025-06-24,101.02763477570973,99.81687682664905,101.511937955334,99.33257364702477
2025-06-25,100.42222599780317,101.02763477570973,101.26979828687236,100.18006248664054
2025-06-26,102.38737656051784,100.42222599780317,103.1734367856037,99.6361657727173
2025-06-27,102.4607844926931,102.38737656051784,102.4901476655632,102.35801338764773
2025-06-30,102.81778950039102,102.4607844926931,102.96059150347018,102.31798248961393
2025-07-01,104.5739180116935,102.81778950039102,105.27636941621448,102.11533809587003
2025-07-02,105.56838404189716,104.5739180116935,105.96617045397863,104.17613159961202
2025-07-03,106.60818935434959,105.56838404189716,107.02411147933056,105.1524619169162
2025-07-07,105.44134825320253,106.60818935434959,107.07492579480841,104.97461181274372
2025-07-08,105.81699418471247,105.44134825320253,105.96725255731644,105.29108988059856
2025-07-09,106.10332990203392,105.81699418471247,106.2178641889625,105.7024598977839
2025-07-10,106.63345943682516,106.10332990203392,106.84551125074167,105.89127808811742
2025-07-11,105.54554124357011,106.63345943682516,107.06862671412718,105.1103739662681
2025-07-14,106.59771093348331,105.54554124357011,107.0185788094486,105.12467336760483
2025-07-15,103.82107114036975,106.59771093348331,107.70836685072874,102.71041522312433
2025-07-16,105.12907371203019,103.82107114036975,105.65227474069437,103.29787011170558
2025-07-17,106.83765042497848,105.12907371203019,107.5210811101578,104.44564302685087
2025-07-18,106.95709647000571,106.83765042497848,107.0048748880166,106.78987200696758
2025-07-21,106.2052813294311,106.95709647000571,107.25782252623556,105.90455527320125
2025-07-22,106.98626032140766,106.2052813294311,107.29865191819827,105.89288973264048
2025-07-23,107.23340492333774,106.98626032140766,107.33226276410979,106.88740248063561
2025-07-24,105.8505690917717,107.23340492333774,107.78653925596416,105.29743475914529
2025-07-25,106.05358392979338,105.8505690917717,106.13478986500205,105.76936315656303
2025-07-28,105.63093721833539,106.05358392979338,106.22264261437657,105.4618785337522
2025-07-29,105.28245667610827,105.63093721833539,105.77032943522624,105.14306445921741
2025-07-30,104.5075113674059,105.28245667610827,105.59243479958921,104.19753324392495
2025-07-31,103.95971814113607,104.5075113674059,104.72662865791384,103.74060085062813
2025-08-01,102.0022296017528,103.95971814113607,104.74271355688937,101.2192341859995
2025-08-04,103.49154756178373,102.0022296017528,104.08727474579611,101.40650241774043
2025-08-05,103.98428038942728,103.49154756178373,104.1813735204847,103.29445443072632
2025-08-06,103.79704777018242,103.98428038942728,104.05917343712522,103.72215472248448
2025-08-07,102.88381775085043,103.79704777018242,104.16233977791521,102.51852574311764
2025-08-08,103.72998950336054,102.88381775085043,104.06845820436459,102.54534904984638
2025-08-11,103.6423766084961,103.72998950336054,103.76503466130632,103.60733145055032
2025-08-12,106.58530504665633,103.6423766084961,107.76247642192043,102.465205233232
2025-08-13,108.19761320395982,106.58530504665633,108.84253646688121,105.94038178373494
2025-08-14,107.88923326063136,108.19761320395982,108.3209651812912,107.76588128329998
2025-08-15,106.31976060007136,107.88923326063136,108.51702232485536,105.69197153584736
2025-08-18,106.54815375669482,106.31976060007136,106.6395110193442,106.22840333742198
2025-08-19,106.31072110656083,106.54815375669482,106.6431268167484,106.21574804650724
2025-08-20,106.5741391934848,106.31072110656083,106.67950642825438,106.20535387179125
2025-08-21,106.33457028766269,106.5741391934848,106.66996675581365,106.23874272533384
2025-08-22,110.05700167674561,106.33457028766269,111.54597423237878,104.84559773202952
2025-08-25,109.40218685396054,110.05700167674561,110.31892760585964,109.14026092484652
2025-08-26,110.32326526922247,109.40218685396054,110.69169663532725,109.03375548785577
2025-08-27,110.81215362980143,110.32326526922247,111.00770897403301,110.1277099249909
2025-08-28,110.63525731276358,110.81215362980143,110.88291215661657,110.56449878594844
2025-08-29,110.52965734860614,110.63525731276358,110.67749729842656,110.48741736294316
2025-09-02,109.8985002850243,110.52965734860614,110.78212017403887,109.64603745959157
2025-09-03,109.74886382538591,109.8985002850243,109.95835486887965,109.68900924153056
2025-09-04,111.14646582941525,109.74886382538591,111.70550663102698,109.18982302377418
2025-09-05,110.32442066201662,111.14646582941525,111.4752838963747,109.99560259505716
2025-09-08,110.38346950189796,110.32442066201662,110.4070890378505,110.30080112606409
2025-09-09,109.73251464700222,110.38346950189796,110.64385144385626,109.47213270504392
2025-09-10,109.82324442214492,109.73251464700222,109.85953633220201,109.69622273694513
2025-09-11,111.00207985529774,109.82324442214492,111.47361402855886,109.3517102488838
2025-09-12,110.36308047418157,111.00207985529774,111.25767960774421,110.1074807217351
2025-09-15,109.54787357536351,110.36308047418157,110.6891632337088,109.22179081583629
2025-09-16,108.90286942650033,109.54787357536351,109.80587523490878,108.64486776695506
2025-09-17,109.77703947944715,108.90286942650033,110.12670750062588,108.5532014053216
2025-09-18,111.84135187985706,109.77703947944715,112.66707684002102,108.95131451928319
2025-09-19,111.2271092602556,111.84135187985706,112.08704892769764,110.98141221241502
2025-09-22,110.55064401091472,111.2271092602556,111.49769535999195,110.28005791117837
2025-09-23,110.5175225876124,110.55064401091472,110.56389258023565,110.50427401829148
2025-09-24,109.81798674647582,110.5175225876124,110.79733692406704,109.53817241002119
2025-09-25,109.28615858258273,109.81798674647582,110.03071801203306,109.07342731702549
2025-09-26,110.04539887148556,109.28615858258273,110.3490949870467,108.98246246702159
2025-09-29,109.59628442966634,110.04539887148556,110.22504464821324,109.41663865293866
2025-09-30,109.14478807176063,109.59628442966634,109.77688297282863,108.96418952859834
2025-10-01,108.06174871103711,109.14478807176063,109.57800381605004,107.6285329667477
2025-10-02,108.30500889522172,108.06174871103711,108.40231296889556,107.96444463736327
2025-10-03,109.24324351020638,108.30500889522172,109.61853735620025,107.92971504922785
2025-10-06,109.71048160986993,109.24324351020638,109.89737684973535,109.05634827034096
2025-10-07,108.90359246940558,109.71048160986993,110.03323726605566,108.58083681321985
2025-10-08,108.78354157684473,108.90359246940558,108.95161282642992,108.73552121982038
2025-10-09,108.14848624087699,108.78354157684473,109.03756371123183,107.89446410648989
2025-10-10,104.60029341749839,108.14848624087699,109.56776337022843,103.18101628814695
2025-10-13,106.68552492705072,104.60029341749839,107.51961753087166,103.76620081367746
2025-10-14,109.17732205717503,106.68552492705072,110.17404090922476,105.688806075001
2025-10-15,107.76777085381669,109.17732205717503,109.74114253851837,107.20395037247334
2025-10-16,103.06697505073072,107.76777085381669,109.64808917505107,101.18665672949633
2025-10-17,104.2460363640053,103.06697505073072,104.71766088931514,102.59535052542088
2025-10-20,105.95174944663131,104.2460363640053,106.63403467968172,103.5637511309549
2025-10-21,106.1085946783076,105.95174944663131,106.17133277097811,105.8890113539608
2025-10-22,105.60604226785357,106.1085946783076,106.3096156424892,105.40502130367196
2025-10-23,105.65568712924818,105.60604226785357,105.67554507380602,105.58618432329573
2025-10-24,106.8522696378403,105.65568712924818,107.33090264127713,105.17705412581134
2025-10-27,107.32139655479563,106.8522696378403,107.50904732157775,106.66461887105817
2025-10-28,106.5959845977523,107.32139655479563,107.61156133761295,106.30581981493498
2025-10-29,104.87059452154593,106.5959845977523,107.28614062823486,104.18043849106337
2025-10-30,104.82559360290465,104.87059452154593,104.88859488900243,104.80759323544814
2025-10-31,105.36972737603323,104.82559360290465,105.58738088528466,104.60794009365321
2025-11-03,105.58729463622933,105.36972737603323,105.67432154030777,105.28270047195478
2025-11-04,105.37799711378442,105.58729463622933,105.6710136452073,105.29427810480645
2025-11-05,106.4036724406457,105.37799711378442,106.81394257139023,104.9677269830399
2025-11-06,105.91533098526833,106.4036724406457,106.59900902279666,105.71999440311737
2025-11-07,107.26815028835316,105.91533098526833,107.80927800958709,105.37420326403439
2025-11-10,107.78514427141927,107.26815028835316,107.99194186464571,107.06135269512671
2025-11-11,108.3215949193851,107.78514427141927,108.53617517857144,107.57056401223294
2025-11-12,108.79749018562907,108.3215949193851,108.98784829212666,108.13123681288752
2025-11-13,107.22700655379901,108.79749018562907,109.4256836383611,106.598813101067
2025-11-14,107.19460379003876,107.22700655379901,107.23996765930312,107.18164268453465
2025-11-17,103.765482079002,107.19460379003876,108.56625247445346,102.39383339458729
2025-11-18,104.57186718532961,103.765482079002,104.89442122786065,103.44292803647096
2025-11-19,105.10484791736691,104.57186718532961,105.31804021018183,104.35867489251468
2025-11-20,104.27154534753176,105.10484791736691,105.43816894530097,103.9382243195977
2025-11-21,106.7925702654367,104.27154534753176,107.80098023259868,103.26313538036977
2025-11-24,107.30539565295787,106.7925702654367,107.51052580796635,106.58744011042822
2025-11-25,109.58358034239566,107.30539565295787,110.49485421817079,106.39412177718275
2025-11-26,109.91163112664542,109.58358034239566,110.04285144034532,109.45236002869576
