Date,Close,Open,High,Low
2025-06-13,98.5222350809092,99.85753202840216,100.39165080739934,97.98811630191202
2025-06-16,99.49807871076003,98.5222350809092,99.88841616270035,98.13189762896887
2025-06-17,98.20938894768196,99.49807871076003,100.01355461599125,97.69391304245073
2025-06-18,98.2951489300526,98.20938894768196,98.32945292300086,98.1750849547337
2025-06-20,98.79569718996889,98.2951489300526,98.99591649393541,98.09492962608608
2025-06-23,100.32637994685747,98.79569718996889,100.93865304961291,98.18342408721345
2025-06-24,101.67279672019738,100.32637994685747,102.21136342953335,99.7878132375215
2025-06-25,100.97251719892529,101.67279672019738,101.95290852870622,100.69240539041645
2025-06-26,103.31521500074174,100.97251719892529,104.25229412146832,100.03543807819871
2025-06-27,103.93760773748961,103.31521500074174,104.18656483218876,103.0662579060426
2025-06-30,105.08112903299387,103.93760773748961,105.53853755119557,103.48019921928791
2025-07-01,104.3384888898756,105.08112903299387,105.37818509024117,104.0414328326283
2025-07-02,105.46179941704817,104.3384888898756,105.91112362791719,103.88916467900658
2025-07-03,107.05770828346229,105.46179941704817,107.69607183002793,104.82343587048253
2025-07-07,106.55703620287767,107.05770828346229,107.25797711569614,106.35676737064382
2025-07-08,106.48478435555933,106.55703620287767,106.585936941805,106.455883616632
2025-07-09,109.1867525747513,106.48478435555933,110.26753986242808,105.40399706788254
2025-07-10,109.13846921565448,109.1867525747513,109.20606591839002,109.11915587201575
2025-07-11,108.52568919388817,109.13846921565448,109.38358122436101,108.28057718518164
2025-07-14,109.11503042211497,108.52568919388817,109.35076691340569,108.28995270259745
2025-07-15,107.64226477529355,109.11503042211497,109.70413668084353,107.05315851656499
2025-07-16,107.9932484908687,107.64226477529355,108.13364197709875,107.5018712890635
2025-07-17,109.81739265303545,107.9932484908687,110.54705031790216,107.26359082600199
2025-07-18,109.75956975021504,109.81739265303545,109.84052181416362,109.73644058908687
2025-07-21,108.93915645433955,109.75956975021504,110.08773506856522,108.61099113598937
2025-07-22,109.5324863258428,108.93915645433955,109.76981827444409,108.70182450573826
2025-07-23,111.47261396307853,109.5324863258428,112.24866501797283,108.7564352709485
2025-07-24,113.68976327595446,111.47261396307853,114.57662300110483,110.58575423792816
2025-07-25,115.29281564394059,113.68976327595446,115.93403659113504,113.04854232876
2025-07-28,115.2474037130488,115.29281564394059,115.3109804162973,115.22923894069208
2025-07-29,115.20428459245163,115.2474037130488,115.26465136128766,115.18703694421276
2025-07-30,115.61533897944385,115.20428459245163,115.77976073424074,115.03986283765474
2025-07-31,113.6793081517661,115.61533897944385,116.38975131051495,112.90489582069499
2025-08-01,111.7247139433684,113.6793081517661,114.46114583512517,110.94287626000933
2025-08-04,112.80018731512824,111.7247139433684,113.23037666383217,111.29452459466447
2025-08-05,114.1578958911347,112.80018731512824,114.70097932153729,112.25710388472565
2025-08-06,114.313894956569,114.1578958911347,114.37629458274272,114.09549626496099
